"ResourceType","Namespace","Type"
"Microsoft.Cache/locations/checkNameAvailability","Microsoft.Cache","locations/checkNameAvailability"
"Microsoft.Cache/Redis/EventGridFilters","Microsoft.Cache","Redis/EventGridFilters"
"Microsoft.Databricks/workspaces","Microsoft.Databricks","workspaces"
"Microsoft.Databricks/accessConnectors","Microsoft.Databricks","accessConnectors"
"Microsoft.Databricks/workspaces/virtualNetworkPeerings","Microsoft.Databricks","workspaces/virtualNetworkPeerings"
"Microsoft.Databricks/workspaces/dbWorkspaces","Microsoft.Databricks","workspaces/dbWorkspaces"
"Microsoft.Databricks/operations","Microsoft.Databricks","operations"
"Microsoft.Databricks/locations","Microsoft.Databricks","locations"
"Microsoft.Databricks/locations/operationstatuses","Microsoft.Databricks","locations/operationstatuses"
"Microsoft.Databricks/locations/getNetworkPolicies","Microsoft.Databricks","locations/getNetworkPolicies"
"Microsoft.ContainerInstance/containerGroups","Microsoft.ContainerInstance","containerGroups"
"Microsoft.ContainerInstance/serviceAssociationLinks","Microsoft.ContainerInstance","serviceAssociationLinks"
"Microsoft.ContainerInstance/locations","Microsoft.ContainerInstance","locations"
"Microsoft.ContainerInstance/locations/capabilities","Microsoft.ContainerInstance","locations/capabilities"
"Microsoft.ContainerInstance/locations/usages","Microsoft.ContainerInstance","locations/usages"
"Microsoft.ContainerInstance/locations/operations","Microsoft.ContainerInstance","locations/operations"
"Microsoft.ContainerInstance/locations/operationresults","Microsoft.ContainerInstance","locations/operationresults"
"Microsoft.ContainerInstance/operations","Microsoft.ContainerInstance","operations"
"Microsoft.ContainerInstance/locations/cachedImages","Microsoft.ContainerInstance","locations/cachedImages"
"Microsoft.ContainerInstance/locations/validateDeleteVirtualNetworkOrSubnets","Microsoft.ContainerInstance","locations/validateDeleteVirtualNetworkOrSubnets"
"Microsoft.ContainerInstance/locations/deleteVirtualNetworkOrSubnets","Microsoft.ContainerInstance","locations/deleteVirtualNetworkOrSubnets"
"microsoft.insights/components","microsoft.insights","components"
"microsoft.insights/components/query","microsoft.insights","components/query"
"microsoft.insights/components/metadata","microsoft.insights","components/metadata"
"microsoft.insights/components/metrics","microsoft.insights","components/metrics"
"microsoft.insights/components/events","microsoft.insights","components/events"
"microsoft.insights/components/syntheticmonitorlocations","microsoft.insights","components/syntheticmonitorlocations"
"microsoft.insights/components/analyticsItems","microsoft.insights","components/analyticsItems"
"microsoft.insights/components/webtests","microsoft.insights","components/webtests"
"microsoft.insights/components/workItemConfigs","microsoft.insights","components/workItemConfigs"
"microsoft.insights/components/myFavorites","microsoft.insights","components/myFavorites"
"microsoft.insights/components/operations","microsoft.insights","components/operations"
"microsoft.insights/components/exportConfiguration","microsoft.insights","components/exportConfiguration"
"microsoft.insights/components/purge","microsoft.insights","components/purge"
"microsoft.insights/components/api","microsoft.insights","components/api"
"microsoft.insights/components/aggregate","microsoft.insights","components/aggregate"
"microsoft.insights/components/metricDefinitions","microsoft.insights","components/metricDefinitions"
"microsoft.insights/components/extendQueries","microsoft.insights","components/extendQueries"
"microsoft.insights/components/apiKeys","microsoft.insights","components/apiKeys"
"microsoft.insights/components/myAnalyticsItems","microsoft.insights","components/myAnalyticsItems"
"microsoft.insights/components/favorites","microsoft.insights","components/favorites"
"microsoft.insights/components/defaultWorkItemConfig","microsoft.insights","components/defaultWorkItemConfig"
"microsoft.insights/components/annotations","microsoft.insights","components/annotations"
"microsoft.insights/components/proactiveDetectionConfigs","microsoft.insights","components/proactiveDetectionConfigs"
"microsoft.insights/components/move","microsoft.insights","components/move"
"microsoft.insights/components/currentBillingFeatures","microsoft.insights","components/currentBillingFeatures"
"microsoft.insights/components/quotaStatus","microsoft.insights","components/quotaStatus"
"microsoft.insights/components/featureCapabilities","microsoft.insights","components/featureCapabilities"
"microsoft.insights/components/getAvailableBillingFeatures","microsoft.insights","components/getAvailableBillingFeatures"
"microsoft.insights/webtests","microsoft.insights","webtests"
"microsoft.insights/webtests/getTestResultFile","microsoft.insights","webtests/getTestResultFile"
"microsoft.insights/scheduledqueryrules","microsoft.insights","scheduledqueryrules"
"microsoft.insights/components/pricingPlans","microsoft.insights","components/pricingPlans"
"microsoft.insights/migrateToNewPricingModel","microsoft.insights","migrateToNewPricingModel"
"microsoft.insights/rollbackToLegacyPricingModel","microsoft.insights","rollbackToLegacyPricingModel"
"microsoft.insights/listMigrationdate","microsoft.insights","listMigrationdate"
"microsoft.insights/logprofiles","microsoft.insights","logprofiles"
"microsoft.insights/migratealertrules","microsoft.insights","migratealertrules"
"microsoft.insights/metricalerts","microsoft.insights","metricalerts"
"microsoft.insights/alertrules","microsoft.insights","alertrules"
"microsoft.insights/autoscalesettings","microsoft.insights","autoscalesettings"
"microsoft.insights/eventtypes","microsoft.insights","eventtypes"
"microsoft.insights/locations","microsoft.insights","locations"
"microsoft.insights/locations/operationResults","microsoft.insights","locations/operationResults"
"microsoft.insights/vmInsightsOnboardingStatuses","microsoft.insights","vmInsightsOnboardingStatuses"
"microsoft.insights/operations","microsoft.insights","operations"
"microsoft.insights/diagnosticSettings","microsoft.insights","diagnosticSettings"
"microsoft.insights/diagnosticSettingsCategories","microsoft.insights","diagnosticSettingsCategories"
"microsoft.insights/extendedDiagnosticSettings","microsoft.insights","extendedDiagnosticSettings"
"microsoft.insights/metricDefinitions","microsoft.insights","metricDefinitions"
"microsoft.insights/logDefinitions","microsoft.insights","logDefinitions"
"microsoft.insights/eventCategories","microsoft.insights","eventCategories"
"microsoft.insights/metrics","microsoft.insights","metrics"
"microsoft.insights/metricbatch","microsoft.insights","metricbatch"
"microsoft.insights/metricNamespaces","microsoft.insights","metricNamespaces"
"microsoft.insights/notificationstatus","microsoft.insights","notificationstatus"
"microsoft.insights/createnotifications","microsoft.insights","createnotifications"
"microsoft.insights/tenantactiongroups","microsoft.insights","tenantactiongroups"
"microsoft.insights/actiongroups","microsoft.insights","actiongroups"
"microsoft.insights/activityLogAlerts","microsoft.insights","activityLogAlerts"
"microsoft.insights/metricbaselines","microsoft.insights","metricbaselines"
"microsoft.insights/workbooks","microsoft.insights","workbooks"
"microsoft.insights/workbooktemplates","microsoft.insights","workbooktemplates"
"microsoft.insights/myWorkbooks","microsoft.insights","myWorkbooks"
"microsoft.insights/logs","microsoft.insights","logs"
"microsoft.insights/transactions","microsoft.insights","transactions"
"microsoft.insights/topology","microsoft.insights","topology"
"microsoft.insights/generateLiveToken","microsoft.insights","generateLiveToken"
"microsoft.insights/monitoredObjects","microsoft.insights","monitoredObjects"
"microsoft.insights/dataCollectionRules","microsoft.insights","dataCollectionRules"
"microsoft.insights/dataCollectionRuleAssociations","microsoft.insights","dataCollectionRuleAssociations"
"microsoft.insights/dataCollectionEndpoints","microsoft.insights","dataCollectionEndpoints"
"microsoft.insights/dataCollectionEndpoints/scopedPrivateLinkProxies","microsoft.insights","dataCollectionEndpoints/scopedPrivateLinkProxies"
"microsoft.insights/privateLinkScopes","microsoft.insights","privateLinkScopes"
"microsoft.insights/privateLinkScopes/privateEndpointConnections","microsoft.insights","privateLinkScopes/privateEndpointConnections"
"microsoft.insights/privateLinkScopes/privateEndpointConnectionProxies","microsoft.insights","privateLinkScopes/privateEndpointConnectionProxies"
"microsoft.insights/privateLinkScopes/scopedResources","microsoft.insights","privateLinkScopes/scopedResources"
"microsoft.insights/components/linkedstorageaccounts","microsoft.insights","components/linkedstorageaccounts"
"microsoft.insights/privateLinkScopeOperationStatuses","microsoft.insights","privateLinkScopeOperationStatuses"
"microsoft.insights/locations/notifyNetworkSecurityPerimeterUpdatesAvailable","microsoft.insights","locations/notifyNetworkSecurityPerimeterUpdatesAvailable"
"Microsoft.DBforMySQL/operations","Microsoft.DBforMySQL","operations"
"Microsoft.DBforMySQL/servers","Microsoft.DBforMySQL","servers"
"Microsoft.DBforMySQL/flexibleServers","Microsoft.DBforMySQL","flexibleServers"
"Microsoft.DBforMySQL/servers/recoverableServers","Microsoft.DBforMySQL","servers/recoverableServers"
"Microsoft.DBforMySQL/servers/virtualNetworkRules","Microsoft.DBforMySQL","servers/virtualNetworkRules"
"Microsoft.DBforMySQL/locations/capabilities","Microsoft.DBforMySQL","locations/capabilities"
"Microsoft.DBforMySQL/locations/capabilitySets","Microsoft.DBforMySQL","locations/capabilitySets"
"Microsoft.DBforMySQL/locations/checkNameAvailability","Microsoft.DBforMySQL","locations/checkNameAvailability"
"Microsoft.DBforMySQL/checkNameAvailability","Microsoft.DBforMySQL","checkNameAvailability"
"Microsoft.DBforMySQL/assessForMigration","Microsoft.DBforMySQL","assessForMigration"
"Microsoft.DBforMySQL/getPrivateDnsZoneSuffix","Microsoft.DBforMySQL","getPrivateDnsZoneSuffix"
"Microsoft.DBforMySQL/locations/checkVirtualNetworkSubnetUsage","Microsoft.DBforMySQL","locations/checkVirtualNetworkSubnetUsage"
"Microsoft.DBforMySQL/locations/listMigrations","Microsoft.DBforMySQL","locations/listMigrations"
"Microsoft.DBforMySQL/locations/updateMigration","Microsoft.DBforMySQL","locations/updateMigration"
"Microsoft.DBforMySQL/locations","Microsoft.DBforMySQL","locations"
"Microsoft.DBforMySQL/locations/operationResults","Microsoft.DBforMySQL","locations/operationResults"
"Microsoft.DBforMySQL/locations/operationProgress","Microsoft.DBforMySQL","locations/operationProgress"
"Microsoft.DBforMySQL/locations/azureAsyncOperation","Microsoft.DBforMySQL","locations/azureAsyncOperation"
"Microsoft.DBforMySQL/locations/administratorOperationResults","Microsoft.DBforMySQL","locations/administratorOperationResults"
"Microsoft.DBforMySQL/locations/administratorAzureAsyncOperation","Microsoft.DBforMySQL","locations/administratorAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyOperationResults","Microsoft.DBforMySQL","locations/privateEndpointConnectionProxyOperationResults"
"Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyAzureAsyncOperation","Microsoft.DBforMySQL","locations/privateEndpointConnectionProxyAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/privateEndpointConnectionOperationResults","Microsoft.DBforMySQL","locations/privateEndpointConnectionOperationResults"
"Microsoft.DBforMySQL/locations/privateEndpointConnectionAzureAsyncOperation","Microsoft.DBforMySQL","locations/privateEndpointConnectionAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/performanceTiers","Microsoft.DBforMySQL","locations/performanceTiers"
"Microsoft.DBforMySQL/locations/securityAlertPoliciesAzureAsyncOperation","Microsoft.DBforMySQL","locations/securityAlertPoliciesAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/securityAlertPoliciesOperationResults","Microsoft.DBforMySQL","locations/securityAlertPoliciesOperationResults"
"Microsoft.DBforMySQL/locations/recommendedActionSessionsAzureAsyncOperation","Microsoft.DBforMySQL","locations/recommendedActionSessionsAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/recommendedActionSessionsOperationResults","Microsoft.DBforMySQL","locations/recommendedActionSessionsOperationResults"
"Microsoft.DBforMySQL/servers/topQueryStatistics","Microsoft.DBforMySQL","servers/topQueryStatistics"
"Microsoft.DBforMySQL/servers/queryTexts","Microsoft.DBforMySQL","servers/queryTexts"
"Microsoft.DBforMySQL/servers/waitStatistics","Microsoft.DBforMySQL","servers/waitStatistics"
"Microsoft.DBforMySQL/servers/resetQueryPerformanceInsightData","Microsoft.DBforMySQL","servers/resetQueryPerformanceInsightData"
"Microsoft.DBforMySQL/servers/advisors","Microsoft.DBforMySQL","servers/advisors"
"Microsoft.DBforMySQL/servers/privateLinkResources","Microsoft.DBforMySQL","servers/privateLinkResources"
"Microsoft.DBforMySQL/servers/privateEndpointConnections","Microsoft.DBforMySQL","servers/privateEndpointConnections"
"Microsoft.DBforMySQL/servers/privateEndpointConnectionProxies","Microsoft.DBforMySQL","servers/privateEndpointConnectionProxies"
"Microsoft.DBforMySQL/servers/keys","Microsoft.DBforMySQL","servers/keys"
"Microsoft.DBforMySQL/locations/serverKeyAzureAsyncOperation","Microsoft.DBforMySQL","locations/serverKeyAzureAsyncOperation"
"Microsoft.DBforMySQL/locations/serverKeyOperationResults","Microsoft.DBforMySQL","locations/serverKeyOperationResults"
"Microsoft.DBforMySQL/servers/upgrade","Microsoft.DBforMySQL","servers/upgrade"
"Microsoft.Sql/operations","Microsoft.Sql","operations"
"Microsoft.Sql/locations","Microsoft.Sql","locations"
"Microsoft.Sql/locations/capabilities","Microsoft.Sql","locations/capabilities"
"Microsoft.Sql/locations/databaseAzureAsyncOperation","Microsoft.Sql","locations/databaseAzureAsyncOperation"
"Microsoft.Sql/locations/databaseOperationResults","Microsoft.Sql","locations/databaseOperationResults"
"Microsoft.Sql/locations/databaseEncryptionProtectorRevalidateAzureAsyncOperation","Microsoft.Sql","locations/databaseEncryptionProtectorRevalidateAzureAsyncOperation"
"Microsoft.Sql/locations/databaseEncryptionProtectorRevalidateOperationResults","Microsoft.Sql","locations/databaseEncryptionProtectorRevalidateOperationResults"
"Microsoft.Sql/locations/databaseEncryptionProtectorRevertAzureAsyncOperation","Microsoft.Sql","locations/databaseEncryptionProtectorRevertAzureAsyncOperation"
"Microsoft.Sql/locations/databaseEncryptionProtectorRevertOperationResults","Microsoft.Sql","locations/databaseEncryptionProtectorRevertOperationResults"
"Microsoft.Sql/locations/serverKeyAzureAsyncOperation","Microsoft.Sql","locations/serverKeyAzureAsyncOperation"
"Microsoft.Sql/locations/serverKeyOperationResults","Microsoft.Sql","locations/serverKeyOperationResults"
"Microsoft.Sql/servers/keys","Microsoft.Sql","servers/keys"
"Microsoft.Sql/servers/encryptionProtector","Microsoft.Sql","servers/encryptionProtector"
"Microsoft.Sql/locations/encryptionProtectorOperationResults","Microsoft.Sql","locations/encryptionProtectorOperationResults"
"Microsoft.Sql/locations/encryptionProtectorAzureAsyncOperation","Microsoft.Sql","locations/encryptionProtectorAzureAsyncOperation"
"Microsoft.Sql/locations/externalPolicyBasedAuthorizationsAzureAsycOperation","Microsoft.Sql","locations/externalPolicyBasedAuthorizationsAzureAsycOperation"
